gid,val,emd_cd,emd_nm
라라109693,,46230320,옥룡면
라라232577,,46230110,금호동
라라106588,,46230250,광양읍
라라067637,,46230250,광양읍
라라229623,,46230109,태인동
라라121753,,46230320,옥룡면
라라184740,,46230360,다압면
라라174593,,46230106,중동
라라138802,,46230360,다압면
라라187770,,46230360,다압면
라라206650,,46230330,옥곡면
라라135686,,46230330,옥곡면
라라040726,,46230310,봉강면
라라135725,,46230340,진상면
라라185747,,46230360,다압면
라라157571,,46230103,도이동
라라180659,,46230330,옥곡면
라라199639,,46230330,옥곡면
라라134755,,46230320,옥룡면
라라210578,,46230110,금호동
라라147578,,46230102,황길동
라라161720,,46230340,진상면
라라120761,,46230320,옥룡면
라라163684,,46230330,옥곡면
라라191749,,46230360,다압면
라라129625,,46230250,광양읍
라라138716,,46230340,진상면
라라139714,,46230340,진상면
라라057751,,46230310,봉강면
라라081723,,46230320,옥룡면
라라163775,,46230360,다압면
라라174677,,46230330,옥곡면
라라112832,,46230360,다압면
라라138723,,46230340,진상면
라라132840,,46230360,다압면
라라237577,,46230110,금호동
라라114803,,46230360,다압면
라라110853,,46230360,다압면
라라120820,,46230360,다압면
라라127686,,46230320,옥룡면
라라217611,,46230110,금호동
라라147839,,46230360,다압면
라라214650,,46230350,진월면
라라151755,,46230340,진상면
라라163804,,46230360,다압면
라라129711,,46230320,옥룡면
라라114653,,46230250,광양읍
라라131628,,46230250,광양읍
라라217751,,46230360,다압면
라라112687,,46230320,옥룡면
라라220657,,46230350,진월면
라라084713,,46230320,옥룡면
라라098652,,46230250,광양읍
라라093682,,46230320,옥룡면
라라098803,,46230320,옥룡면
라라099670,,46230320,옥룡면
라라133613,,46230104,성황동
라라105674,,46230320,옥룡면
라라117616,,46230250,광양읍
라라113645,,46230250,광양읍
라라144837,,46230360,다압면
라라066674,,46230310,봉강면
라라116732,,46230320,옥룡면
라라163597,,46230103,도이동
라라104815,,46230360,다압면
라라118757,,46230320,옥룡면
라라148840,,46230360,다압면
라라065612,,46230250,광양읍
라라094741,,46230320,옥룡면
라라107755,,46230320,옥룡면
라라108597,,46230250,광양읍
라라069781,,46230310,봉강면
라라199618,,46230107,마동
라라102794,,46230320,옥룡면
라라085802,,46230320,옥룡면
라라089755,,46230320,옥룡면
라라164690,,46230330,옥곡면
라라191699,,46230340,진상면
라라078592,,46230250,광양읍
라라211675,,46230340,진상면
라라223670,,46230350,진월면
라라095834,,46230360,다압면
라라139618,,46230105,중군동
라라149769,,46230340,진상면
라라228687,,46230350,진월면
라라108781,,46230320,옥룡면
라라227711,,46230350,진월면
라라158758,,46230340,진상면
라라226620,,46230109,태인동
라라246720,,46230350,진월면
라라170637,,46230105,중군동
라라070612,,46230250,광양읍
라라100758,,46230320,옥룡면
라라211697,,46230340,진상면
라라170742,,46230340,진상면
라라133593,,46230102,황길동
라라118737,,46230320,옥룡면
라라169747,,46230340,진상면
라라148767,,46230340,진상면
라라171812,,46230360,다압면
라라225596,,46230110,금호동
라라245668,,46230350,진월면
라라032732,,46230310,봉강면
라라224689,,46230350,진월면
라라155827,,46230360,다압면
라라155802,,46230360,다압면
라라202618,,46230108,광영동
라라207725,,46230340,진상면
라라133832,,46230360,다압면
라라163743,,46230340,진상면
라라186614,,46230107,마동
라라117637,,46230250,광양읍
라라080696,,46230310,봉강면
라라162571,,46230103,도이동
라라102690,,46230320,옥룡면
라라110688,,46230320,옥룡면
라라095733,,46230320,옥룡면
라라134560,,,
라라166691,,46230330,옥곡면
라라185636,,46230108,광영동
라라152672,,46230330,옥곡면
라라227589,,46230110,금호동
라라164660,,46230330,옥곡면
라라171584,,46230103,도이동
라라189666,,46230330,옥곡면
라라080612,,46230250,광양읍
라라152598,,46230103,도이동
라라033759,,46230310,봉강면
라라248667,,46230350,진월면
라라046634,,46230250,광양읍
라라114871,,46230360,다압면
라라098828,,46230360,다압면
라라259573,,46230110,금호동
라라076738,,46230320,옥룡면
라라201752,,46230360,다압면
라라063757,,46230310,봉강면
라라116828,,46230360,다압면
라라127759,,46230320,옥룡면
라라182766,,46230360,다압면
라라088724,,46230320,옥룡면
라라182642,,46230330,옥곡면
라라076694,,46230310,봉강면
라라076692,,46230310,봉강면
라라122848,,46230360,다압면
라라144639,,46230105,중군동
라라188717,,46230340,진상면
라라135733,,46230340,진상면
라라166683,,46230330,옥곡면
라라077750,,46230310,봉강면
라라194578,,46230110,금호동
라라221672,,46230350,진월면
라라046766,,46230310,봉강면
라라243592,,46230110,금호동
라라155748,,46230340,진상면
라라090615,,46230250,광양읍
라라039781,,46230310,봉강면
라라151617,,46230105,중군동
라라083616,,46230250,광양읍
라라128674,,46230320,옥룡면
라라183668,,46230330,옥곡면
라라072764,,46230310,봉강면
라라186610,,46230107,마동
라라240572,,46230110,금호동
라라144604,,46230104,성황동
라라151823,,46230360,다압면
라라185602,,46230107,마동
라라126766,,46230320,옥룡면
라라114773,,46230320,옥룡면
라라118676,,46230320,옥룡면
라라186665,,46230330,옥곡면
라라091679,,46230320,옥룡면
라라132720,,46230320,옥룡면
라라218580,,46230110,금호동
라라137765,,46230340,진상면
라라114765,,46230320,옥룡면
라라076791,,46230320,옥룡면
라라132731,,46230320,옥룡면
라라082770,,46230320,옥룡면
라라224697,,46230350,진월면
라라116870,,46230360,다압면
라라100555,,,
라라116683,,46230320,옥룡면
라라124576,,46230101,황금동
라라072682,,46230310,봉강면
라라115649,,46230250,광양읍
라라119844,,46230360,다압면
라라121738,,46230320,옥룡면
라라238583,,46230110,금호동
라라194652,,46230330,옥곡면
라라119722,,46230320,옥룡면
라라094752,,46230320,옥룡면
라라239627,,46230109,태인동
라라190690,,46230340,진상면
라라121837,,46230360,다압면
라라095740,,46230320,옥룡면
라라210649,,46230350,진월면
라라120565,,46230103,도이동
라라218595,,46230110,금호동
라라152795,,46230360,다압면
라라118846,,46230360,다압면
라라072746,,46230310,봉강면
라라099679,,46230320,옥룡면
라라151745,,46230340,진상면
라라145697,,46230330,옥곡면
라라092781,,46230320,옥룡면
라라235726,,46230350,진월면
라라114855,,46230360,다압면
라라127710,,46230320,옥룡면
라라134757,,46230340,진상면
라라171701,,46230330,옥곡면
라라123776,,46230340,진상면
라라175620,,46230107,마동
라라077656,,46230250,광양읍
라라249552,,46230110,금호동
라라190575,,46230110,금호동
라라224682,,46230350,진월면
라라237726,,46230350,진월면
라라134596,,46230102,황길동
라라042768,,46230310,봉강면
라라132652,,46230250,광양읍
라라239682,,46230350,진월면
라라176580,,46230103,도이동
라라054719,,46230310,봉강면
라라076700,,46230310,봉강면
라라149608,,46230104,성황동
라라132846,,46230360,다압면
라라146602,,46230103,도이동
라라139821,,46230360,다압면
라라053745,,46230310,봉강면
라라120856,,46230360,다압면
라라125575,,46230101,황금동
라라209721,,46230340,진상면
라라182774,,46230360,다압면
라라211721,,46230340,진상면
라라047737,,46230310,봉강면
라라050640,,46230250,광양읍
라라060648,,46230310,봉강면
라라128724,,46230320,옥룡면
라라051625,,46230250,광양읍
라라198739,,46230360,다압면
라라149600,,46230103,도이동
라라115627,,46230250,광양읍
라라120562,,46230103,도이동
라라137737,,46230340,진상면
라라074677,,46230310,봉강면
라라255548,,46230110,금호동
라라198582,,46230110,금호동
라라154623,,46230104,성황동
라라101672,,46230320,옥룡면
라라168754,,46230340,진상면
라라237575,,46230110,금호동
라라046717,,46230310,봉강면
라라229690,,46230350,진월면
라라043751,,46230310,봉강면
라라219706,,46230350,진월면
라라123820,,46230360,다압면
라라134710,,46230330,옥곡면
라라117832,,46230360,다압면
라라229592,,46230110,금호동
라라078588,,46230250,광양읍
라라065675,,46230310,봉강면
라라149816,,46230360,다압면
라라063669,,46230310,봉강면
라라155789,,46230340,진상면
라라107865,,46230360,다압면
라라139848,,46230360,다압면
라라175629,,46230107,마동
라라239653,,46230350,진월면
라라045656,,46230310,봉강면
라라080699,,46230310,봉강면
라라085645,,46230250,광양읍
라라091609,,46230250,광양읍
라라107599,,46230250,광양읍
라라237574,,46230110,금호동
라라178763,,46230360,다압면
라라196672,,46230340,진상면
라라117809,,46230360,다압면
라라161680,,46230330,옥곡면
라라098750,,46230320,옥룡면
라라103694,,46230320,옥룡면
라라252674,,46230350,진월면
라라190768,,46230360,다압면
라라238611,,46230109,태인동
라라186727,,46230340,진상면
라라104840,,46230360,다압면
라라176745,,46230340,진상면
라라085630,,46230250,광양읍
라라129680,,46230320,옥룡면
라라156707,,46230340,진상면
라라203759,,46230360,다압면
라라081748,,46230320,옥룡면
라라109860,,46230360,다압면
라라140635,,46230250,광양읍
라라243565,,46230110,금호동
라라106672,,46230320,옥룡면
라라106815,,46230360,다압면
라라144642,,46230330,옥곡면
라라206579,,46230110,금호동
라라181731,,46230340,진상면
라라221595,,46230110,금호동
라라063628,,46230250,광양읍
라라149765,,46230340,진상면
라라156590,,46230103,도이동
라라116714,,46230320,옥룡면
라라163640,,46230330,옥곡면
라라169617,,46230106,중동
라라073595,,46230250,광양읍
라라100754,,46230320,옥룡면
라라056725,,46230310,봉강면
라라193625,,46230107,마동
라라095637,,46230250,광양읍
라라178751,,46230360,다압면
라라207573,,46230110,금호동
라라148733,,46230340,진상면
라라108650,,46230250,광양읍
라라169688,,46230330,옥곡면
라라051749,,46230310,봉강면
라라166710,,46230340,진상면
라라120857,,46230360,다압면
라라107770,,46230320,옥룡면
라라223701,,46230350,진월면
라라232692,,46230350,진월면
라라137793,,46230340,진상면
라라152610,,46230104,성황동
라라133566,,,
라라156815,,46230360,다압면
라라200644,,46230330,옥곡면
라라181659,,46230330,옥곡면
라라212728,,46230360,다압면
라라186658,,46230330,옥곡면
라라210645,,46230350,진월면
라라062743,,46230310,봉강면
라라167809,,46230360,다압면
라라078765,,46230310,봉강면
라라162584,,46230103,도이동
라라140796,,46230340,진상면
라라040731,,46230310,봉강면
라라089617,,46230250,광양읍
라라093768,,46230320,옥룡면
라라219584,,46230110,금호동
라라056770,,46230310,봉강면
라라099780,,46230320,옥룡면
라라108636,,46230250,광양읍
라라096613,,46230250,광양읍
라라137722,,46230340,진상면
라라148599,,46230103,도이동
라라202691,,46230340,진상면
라라110737,,46230320,옥룡면
라라187696,,46230340,진상면
라라146633,,46230105,중군동
라라088703,,46230310,봉강면
라라116657,,46230250,광양읍
라라251677,,46230350,진월면
라라141847,,46230360,다압면
라라076616,,46230250,광양읍
라라244724,,46230350,진월면
라라130749,,46230320,옥룡면
라라102785,,46230320,옥룡면
라라163809,,46230360,다압면
라라033770,,46230310,봉강면
라라165618,,46230104,성황동
라라081657,,46230250,광양읍
라라208692,,46230340,진상면
라라059767,,46230310,봉강면
라라094796,,46230320,옥룡면
라라146621,,46230105,중군동
라라137761,,46230340,진상면
라라168791,,46230360,다압면
라라191733,,46230340,진상면
라라096794,,46230320,옥룡면
라라243723,,46230350,진월면
라라065775,,46230310,봉강면
라라129800,,46230360,다압면
라라084580,,46230250,광양읍
라라122771,,46230320,옥룡면
라라226586,,46230110,금호동
라라093751,,46230320,옥룡면
라라203634,,46230330,옥곡면
라라151763,,46230340,진상면
라라035784,,46230310,봉강면
라라239651,,46230350,진월면
라라111590,,46230250,광양읍
라라027743,,46230310,봉강면
라라113814,,46230360,다압면
라라233580,,46230110,금호동
라라257575,,46230110,금호동
라라174714,,46230340,진상면
라라144834,,46230360,다압면
라라219653,,46230350,진월면
라라128700,,46230330,옥곡면
라라128844,,46230360,다압면
라라184692,,46230340,진상면
라라089793,,46230320,옥룡면
라라100797,,46230320,옥룡면
라라107643,,46230250,광양읍
라라048754,,46230310,봉강면
라라070589,,46230250,광양읍
라라224620,,46230109,태인동
라라129619,,46230250,광양읍
라라163831,,46230360,다압면
라라167657,,46230330,옥곡면
라라248662,,46230350,진월면
라라224732,,46230360,다압면
라라230637,,46230350,진월면
라라053769,,46230310,봉강면
라라103710,,46230320,옥룡면
라라057695,,46230310,봉강면
라라047763,,46230310,봉강면
라라206601,,46230110,금호동
라라111642,,46230250,광양읍
라라108785,,46230320,옥룡면
라라056694,,46230310,봉강면
라라226623,,46230109,태인동
라라231618,,46230109,태인동
라라115869,,46230360,다압면
라라153594,,46230103,도이동
라라184738,,46230340,진상면
라라200617,,46230107,마동
라라081728,,46230320,옥룡면
라라141569,,46230103,도이동
라라104805,,46230360,다압면
라라068790,,46230310,봉강면
라라150744,,46230340,진상면
라라229707,,46230350,진월면
라라260678,,46230350,진월면
라라099703,,46230320,옥룡면
라라191762,,46230360,다압면
라라207594,,46230110,금호동
라라074759,,46230310,봉강면
라라117837,,46230360,다압면
라라182722,,46230340,진상면
라라062786,,46230310,봉강면
라라110691,,46230320,옥룡면
라라115772,,46230320,옥룡면
라라176733,,46230340,진상면
라라088697,,46230310,봉강면
라라035740,,46230310,봉강면
라라132737,,46230320,옥룡면
라라155809,,46230360,다압면
라라196657,,46230330,옥곡면
라라106838,,46230360,다압면
라라218715,,46230350,진월면
라라056683,,46230310,봉강면
라라195739,,46230360,다압면
라라065787,,46230310,봉강면
라라120861,,46230360,다압면
라라079759,,46230320,옥룡면
라라212587,,46230110,금호동
라라110588,,46230250,광양읍
라라176719,,46230340,진상면
라라200574,,46230110,금호동
라라107729,,46230320,옥룡면
라라121783,,46230340,진상면
라라083779,,46230320,옥룡면
라라245650,,46230350,진월면
라라142732,,46230340,진상면
라라145582,,46230102,황길동
라라148686,,46230330,옥곡면
라라175770,,46230360,다압면
라라143782,,46230340,진상면
라라126747,,46230320,옥룡면
라라053668,,46230310,봉강면
라라159642,,46230330,옥곡면
라라113806,,46230360,다압면
라라210736,,46230360,다압면
라라241608,,46230109,태인동
라라105684,,46230320,옥룡면
라라118830,,46230360,다압면
라라115852,,46230360,다압면
라라166713,,46230340,진상면
라라187724,,46230340,진상면
라라192627,,46230108,광영동
라라238670,,46230350,진월면
라라094685,,46230320,옥룡면
라라058788,,46230310,봉강면
라라231659,,46230350,진월면
라라203669,,46230340,진상면
라라164663,,46230330,옥곡면
라라167719,,46230340,진상면
라라046630,,46230250,광양읍
라라255576,,46230110,금호동
라라128693,,46230330,옥곡면
라라096835,,46230360,다압면
라라218703,,46230340,진상면
라라238564,,46230110,금호동
라라121789,,46230340,진상면
라라068760,,46230310,봉강면
라라123673,,46230320,옥룡면
라라158594,,46230103,도이동
라라125710,,46230320,옥룡면
라라135564,,,
라라142560,,46230103,도이동
라라215674,,46230350,진월면
라라034760,,46230310,봉강면
라라213577,,46230110,금호동
라라141783,,46230340,진상면
라라105608,,46230250,광양읍
라라096832,,46230360,다압면
라라055712,,46230310,봉강면
라라150820,,46230360,다압면
라라068715,,46230310,봉강면
라라129830,,46230360,다압면
라라204659,,46230350,진월면
라라212669,,46230350,진월면
라라089790,,46230320,옥룡면
라라119793,,46230340,진상면
라라131771,,46230340,진상면
라라152810,,46230360,다압면
라라031771,,46230310,봉강면
라라066663,,46230310,봉강면
라라168825,,46230360,다압면
라라103834,,46230360,다압면
라라184696,,46230340,진상면
라라108654,,46230250,광양읍
라라121590,,46230101,황금동
라라101628,,46230250,광양읍
라라189774,,46230360,다압면
라라071791,,46230310,봉강면
라라089778,,46230320,옥룡면
라라175642,,46230105,중군동
라라102693,,46230320,옥룡면
라라173707,,46230340,진상면
라라066676,,46230310,봉강면
라라161748,,46230340,진상면
라라185675,,46230330,옥곡면
라라177759,,46230360,다압면
라라099787,,46230320,옥룡면
라라064680,,46230310,봉강면
라라181756,,46230360,다압면
라라241603,,46230109,태인동
라라094770,,46230320,옥룡면
라라217678,,46230350,진월면
라라229673,,46230350,진월면
라라083790,,46230320,옥룡면
라라119831,,46230360,다압면
라라154603,,46230103,도이동
라라128857,,46230360,다압면
라라243729,,46230350,진월면
라라260691,,46230350,진월면
라라036776,,46230310,봉강면
라라179728,,46230340,진상면
라라219589,,46230110,금호동
라라090659,,46230250,광양읍
라라196681,,46230340,진상면
라라118648,,46230250,광양읍
라라185745,,46230360,다압면
라라211581,,46230110,금호동
라라226687,,46230350,진월면
라라113699,,46230320,옥룡면
라라164748,,46230340,진상면
라라245588,,46230110,금호동
라라126678,,46230320,옥룡면
라라202757,,46230360,다압면
라라213615,,46230110,금호동
라라098675,,46230320,옥룡면
라라145703,,46230330,옥곡면
라라113674,,46230320,옥룡면
라라115872,,46230360,다압면
라라138668,,46230330,옥곡면
라라171821,,46230360,다압면
라라114567,,46230101,황금동
라라127761,,46230320,옥룡면
라라243717,,46230350,진월면
라라122845,,46230360,다압면
라라122798,,46230360,다압면
라라178768,,46230360,다압면
라라056671,,46230310,봉강면
라라089692,,46230310,봉강면
라라131798,,46230340,진상면
라라214582,,46230110,금호동
라라224702,,46230350,진월면
라라236705,,46230350,진월면
라라130847,,46230360,다압면
라라152681,,46230330,옥곡면
라라211651,,46230350,진월면
라라091670,,46230320,옥룡면
라라110635,,46230250,광양읍
라라099844,,46230360,다압면
라라131757,,46230320,옥룡면
라라150645,,46230330,옥곡면
라라055667,,46230310,봉강면
라라094634,,46230250,광양읍
라라122814,,46230360,다압면
라라157823,,46230360,다압면
라라160783,,46230360,다압면
라라126578,,46230101,황금동
라라129598,,46230102,황길동
라라234605,,46230109,태인동
라라206586,,46230110,금호동
라라230600,,46230109,태인동
라라069731,,46230310,봉강면
라라169574,,46230103,도이동
라라062652,,46230310,봉강면
라라134762,,46230340,진상면
라라185710,,46230340,진상면
라라164624,,46230104,성황동
라라061722,,46230310,봉강면
라라073699,,46230310,봉강면
라라167699,,46230330,옥곡면
라라150714,,46230340,진상면
라라126741,,46230320,옥룡면
라라166607,,46230104,성황동
라라139704,,46230330,옥곡면
라라083804,,46230320,옥룡면
라라173582,,46230103,도이동
라라088727,,46230320,옥룡면
라라197637,,46230108,광영동
라라246705,,46230350,진월면
라라112663,,46230320,옥룡면
라라169619,,46230104,성황동
라라126677,,46230320,옥룡면
라라086737,,46230320,옥룡면
라라101687,,46230320,옥룡면
라라172668,,46230330,옥곡면
라라091804,,46230320,옥룡면
라라056655,,46230310,봉강면
라라065628,,46230250,광양읍
라라104604,,46230250,광양읍
라라188711,,46230340,진상면
라라163734,,46230340,진상면
라라064656,,46230310,봉강면
라라151740,,46230340,진상면
라라172799,,46230360,다압면
라라117741,,46230320,옥룡면
라라213580,,46230110,금호동
라라157736,,46230340,진상면
라라147762,,46230340,진상면
라라168682,,46230330,옥곡면
라라158707,,46230340,진상면
라라086718,,46230320,옥룡면
라라085550,,46230250,광양읍
라라094747,,46230320,옥룡면
라라184714,,46230340,진상면
라라127748,,46230320,옥룡면
라라157781,,46230340,진상면
라라120739,,46230320,옥룡면
라라168755,,46230340,진상면
라라131662,,46230250,광양읍
라라163658,,46230330,옥곡면
라라080669,,46230310,봉강면
라라128619,,46230250,광양읍
라라240650,,46230350,진월면
라라115836,,46230360,다압면
라라119742,,46230320,옥룡면
라라072763,,46230310,봉강면
라라111818,,46230360,다압면
라라034751,,46230310,봉강면
라라245710,,46230350,진월면
라라110775,,46230320,옥룡면
라라091562,,46230250,광양읍
라라091605,,46230250,광양읍
라라113771,,46230320,옥룡면
라라073736,,46230310,봉강면
라라200665,,46230340,진상면
라라067755,,46230310,봉강면
라라168622,,46230104,성황동
라라067762,,46230310,봉강면
라라105607,,46230250,광양읍
라라153786,,46230340,진상면
라라194594,,46230110,금호동
라라030757,,46230310,봉강면
라라159717,,46230340,진상면
라라149585,,46230102,황길동
라라118606,,46230250,광양읍
라라124857,,46230360,다압면
라라150657,,46230330,옥곡면
라라231713,,46230350,진월면
라라211639,,46230350,진월면
라라173661,,46230330,옥곡면
라라180735,,46230340,진상면
라라239710,,46230350,진월면
라라099828,,46230360,다압면
라라209590,,46230110,금호동
라라044771,,46230310,봉강면
라라258568,,46230110,금호동
라라083757,,46230320,옥룡면
라라060776,,46230310,봉강면
라라156678,,46230330,옥곡면
라라225672,,46230350,진월면
라라051775,,46230310,봉강면
라라256676,,46230350,진월면
라라044748,,46230310,봉강면
라라165827,,46230360,다압면
라라058697,,46230310,봉강면
라라142600,,46230102,황길동
라라203636,,46230330,옥곡면
라라113657,,46230250,광양읍
라라105673,,46230320,옥룡면
라라091770,,46230320,옥룡면
라라208676,,46230340,진상면
라라086593,,46230250,광양읍
라라247697,,46230350,진월면
라라051709,,46230310,봉강면
라라180768,,46230360,다압면
라라093631,,46230250,광양읍
라라183622,,46230107,마동
라라206594,,46230110,금호동
라라230697,,46230350,진월면
라라203707,,46230340,진상면
라라063615,,46230250,광양읍
라라127628,,46230250,광양읍
라라143631,,46230105,중군동
라라154696,,46230330,옥곡면
라라131643,,46230250,광양읍
라라170715,,46230340,진상면
라라083591,,46230250,광양읍
라라151748,,46230340,진상면
라라237621,,46230109,태인동
라라249575,,46230110,금호동
라라138670,,46230330,옥곡면
라라147752,,46230340,진상면
라라178660,,46230330,옥곡면
라라248672,,46230350,진월면
라라197579,,46230110,금호동
라라134706,,46230330,옥곡면
라라075688,,46230310,봉강면
라라147631,,46230105,중군동
라라149842,,46230360,다압면
라라214624,,46230350,진월면
라라074614,,46230250,광양읍
라라178737,,46230340,진상면
라라204610,,46230110,금호동
라라067692,,46230310,봉강면
라라071586,,46230250,광양읍
라라102728,,46230320,옥룡면
라라105763,,46230320,옥룡면
라라223674,,46230350,진월면
라라106631,,46230250,광양읍
라라092707,,46230320,옥룡면
라라114697,,46230320,옥룡면
라라244581,,46230110,금호동
라라138563,,,
라라113832,,46230360,다압면
라라147706,,46230340,진상면
라라095649,,46230250,광양읍
라라078692,,46230310,봉강면
라라169781,,46230360,다압면
라라114869,,46230360,다압면
라라119563,,46230103,도이동
라라232669,,46230350,진월면
라라097790,,46230320,옥룡면
라라124591,,46230102,황길동
라라093612,,46230250,광양읍
라라169792,,46230360,다압면
라라104640,,46230250,광양읍
라라121698,,46230320,옥룡면
라라189687,,46230340,진상면
라라139780,,46230340,진상면
라라094676,,46230320,옥룡면
라라248684,,46230350,진월면
라라221596,,46230110,금호동
라라110745,,46230320,옥룡면
라라205708,,46230340,진상면
라라058654,,46230310,봉강면
라라115601,,46230250,광양읍
라라152644,,46230330,옥곡면
라라151809,,46230360,다압면
라라174700,,46230330,옥곡면
라라059625,,46230250,광양읍
라라204644,,46230330,옥곡면
라라144612,,46230104,성황동
라라215612,,46230110,금호동
라라029741,,46230310,봉강면
라라127826,,46230360,다압면
라라197719,,46230340,진상면
라라139743,,46230340,진상면
라라074774,,46230310,봉강면
라라053688,,46230310,봉강면
라라094765,,46230320,옥룡면
라라135651,,46230330,옥곡면
라라241675,,46230350,진월면
라라143643,,46230330,옥곡면
라라171753,,46230340,진상면
라라155669,,46230330,옥곡면
라라174648,,46230105,중군동
라라109611,,46230250,광양읍
라라150674,,46230330,옥곡면
라라089620,,46230250,광양읍
라라238665,,46230350,진월면
라라110626,,46230250,광양읍
라라239600,,46230109,태인동
라라120579,,46230101,황금동
라라128556,,46230103,도이동
라라064689,,46230310,봉강면
라라113613,,46230250,광양읍
라라152583,,46230103,도이동
라라067621,,46230250,광양읍
라라132792,,46230340,진상면
라라105753,,46230320,옥룡면
라라175647,,46230105,중군동
라라110738,,46230320,옥룡면
라라115736,,46230320,옥룡면
라라053619,,46230250,광양읍
라라146691,,46230330,옥곡면
라라148842,,46230360,다압면
라라078627,,46230250,광양읍
라라036742,,46230310,봉강면
라라122591,,46230101,황금동
라라065696,,46230310,봉강면
라라120779,,46230340,진상면
라라227574,,46230110,금호동
라라096814,,46230360,다압면
라라201676,,46230340,진상면
라라155682,,46230330,옥곡면
라라166729,,46230340,진상면
라라181687,,46230340,진상면
라라100764,,46230320,옥룡면
라라070657,,46230310,봉강면
라라129749,,46230320,옥룡면
라라100688,,46230320,옥룡면
라라201699,,46230340,진상면
라라234731,,46230350,진월면
라라072724,,46230310,봉강면
라라146705,,46230330,옥곡면
라라156708,,46230340,진상면
라라123851,,46230360,다압면
라라088570,,46230250,광양읍
라라252574,,46230110,금호동
라라246713,,46230350,진월면
라라033771,,46230310,봉강면
라라156816,,46230360,다압면
라라195589,,46230110,금호동
라라112788,,46230340,진상면
라라181614,,46230107,마동
라라060699,,46230310,봉강면
라라060767,,46230310,봉강면
라라047740,,46230310,봉강면
라라065741,,46230310,봉강면
라라192576,,46230110,금호동
라라078613,,46230250,광양읍
라라107611,,46230250,광양읍
라라125577,,46230101,황금동
라라104854,,46230360,다압면
라라191574,,46230110,금호동
라라114794,,46230360,다압면
라라119690,,46230320,옥룡면
라라215629,,46230350,진월면
라라041769,,46230310,봉강면
라라120770,,46230320,옥룡면
라라216660,,46230350,진월면
라라050770,,46230310,봉강면
라라136814,,46230360,다압면
라라241676,,46230350,진월면
라라078735,,46230320,옥룡면
라라127792,,46230340,진상면
라라144594,,46230102,황길동
라라157808,,46230360,다압면
라라116672,,46230320,옥룡면
라라183616,,46230107,마동
라라125679,,46230320,옥룡면
라라151680,,46230330,옥곡면
라라253671,,46230350,진월면
라라145816,,46230360,다압면
라라174595,,46230106,중동
라라070781,,46230310,봉강면
라라216680,,46230350,진월면
라라132635,,46230250,광양읍
라라183631,,46230107,마동
라라142588,,46230102,황길동
라라139671,,46230330,옥곡면
라라195702,,46230340,진상면
라라183627,,46230107,마동
라라250681,,46230350,진월면
라라119802,,46230360,다압면
라라083776,,46230320,옥룡면
라라112593,,46230250,광양읍
라라063665,,46230310,봉강면
라라187580,,46230110,금호동
라라111582,,46230101,황금동
라라233573,,46230110,금호동
라라044735,,46230310,봉강면
라라145683,,46230330,옥곡면
라라166742,,46230340,진상면
라라213572,,46230110,금호동
라라153694,,46230330,옥곡면
라라081722,,46230320,옥룡면
라라088639,,46230250,광양읍
라라077608,,46230250,광양읍
라라152700,,46230330,옥곡면
라라045731,,46230310,봉강면
라라227636,,46230350,진월면
라라068751,,46230310,봉강면
라라154657,,46230330,옥곡면
라라236728,,46230350,진월면
라라148681,,46230330,옥곡면
라라121629,,46230250,광양읍
라라184781,,46230360,다압면
라라251662,,46230350,진월면
라라157731,,46230340,진상면
라라125754,,46230320,옥룡면
라라121620,,46230250,광양읍
라라131803,,46230360,다압면
라라189744,,46230360,다압면
라라178638,,46230105,중군동
라라085783,,46230320,옥룡면
라라167624,,46230104,성황동
라라178726,,46230340,진상면
라라196722,,46230340,진상면
라라140836,,46230360,다압면
라라088736,,46230320,옥룡면
라라153564,,46230103,도이동
라라138787,,46230340,진상면
라라146736,,46230340,진상면
라라225618,,46230109,태인동
라라116778,,46230340,진상면
라라189621,,46230107,마동
라라059769,,46230310,봉강면
라라126769,,46230340,진상면
라라125672,,46230320,옥룡면
라라192666,,46230340,진상면
라라103687,,46230320,옥룡면
라라046769,,46230310,봉강면
라라114753,,46230320,옥룡면
라라230603,,46230109,태인동
라라096790,,46230320,옥룡면
라라207711,,46230340,진상면
라라175763,,46230360,다압면
라라177624,,46230107,마동
라라178739,,46230340,진상면
라라131646,,46230250,광양읍
라라096772,,46230320,옥룡면
라라101646,,46230250,광양읍
라라206598,,46230110,금호동
라라154773,,46230340,진상면
라라067708,,46230310,봉강면
라라152709,,46230340,진상면
라라244698,,46230350,진월면
라라140763,,46230340,진상면
라라104583,,46230101,황금동
라라035731,,46230310,봉강면
라라058616,,46230250,광양읍
라라173810,,46230360,다압면
라라195629,,46230108,광영동
라라107842,,46230360,다압면
라라152815,,46230360,다압면
라라064781,,46230310,봉강면
라라114861,,46230360,다압면
라라168587,,46230103,도이동
라라238574,,46230110,금호동
라라125785,,46230340,진상면
라라135570,,46230101,황금동
라라212662,,46230350,진월면
라라089596,,46230250,광양읍
라라091658,,46230250,광양읍
라라104792,,46230320,옥룡면
라라076724,,46230320,옥룡면
라라082697,,46230310,봉강면
라라151591,,46230102,황길동
라라064665,,46230310,봉강면
라라123620,,46230250,광양읍
라라129769,,46230340,진상면
라라078600,,46230250,광양읍
라라127794,,46230340,진상면
라라129611,,46230104,성황동
라라200583,,46230110,금호동
