BDTYP_CD,BULD_NM,BULD_NM_DC,BULD_SE_CD,BUL_MAN_NO,EMD_CD,GRO_FLO_CO,LNBR_MNNM,LNBR_SLNO,UND_FLO_CO,geometry,floor,geometry2,apt_nm
2001,매화아파트,1동,0,9690,110,5,624,7,0,"MULTIPOLYGON (((127.7221885156527 34.93740548101725, 127.7221880950193 34.9373924317762, 127.722257258823 34.937390993896, 127.7222569493801 34.93737939518994, 127.7223027777673 34.93737928552886, 127.7223038421893 34.9373908527143, 127.7223861206958 34.93738962538217, 127.7223831659154 34.93728336320338, 127.7223014399719 34.93728518215394, 127.722301985673 34.93727499351397, 127.7222561574228 34.93727511218722, 127.7222565562862 34.93728442090084, 127.7221747174031 34.93728459094189, 127.7221746622424 34.9372945513306, 127.7221027540692 34.93729632091908, 127.7221029842288 34.93728884725429, 127.7220566526545 34.93728898686518, 127.7220566869063 34.93729665726147, 127.7219847532115 34.93729801230453, 127.7219849726382 34.93728680706054, 127.7219041421122 34.93728713318436, 127.721903327387 34.93727907983006, 127.7218557631244 34.93727969538293, 127.7218558101151 34.93728757301741, 127.721773077599 34.93728944264935, 127.7217757434755 34.93739530094731, 127.721857469546 34.93739348234897, 127.7218566696018 34.93738211189081, 127.7219014148951 34.93738080999066, 127.7219031081842 34.93739420321774, 127.7219697920398 34.93739330299787, 127.7219717243187 34.93740648749308, 127.7220535487543 34.93740590304674, 127.7220533630975 34.9373996937567, 127.7221059384524 34.93739884108828, 127.7221066657034 34.93740565107882, 127.7221885156527 34.93740548101725)))",5,"[[[127.72218851565275, 34.93740548101725], [127.72218809501935, 34.937392431776196], [127.72225725882299, 34.937390993895995], [127.72225694938011, 34.93737939518994], [127.72230277776725, 34.93737928552886], [127.72230384218926, 34.9373908527143], [127.7223861206958, 34.937389625382174], [127.72238316591536, 34.937283363203385], [127.72230143997194, 34.937285182153936], [127.72230198567304, 34.937274993513974], [127.72225615742276, 34.937275112187216], [127.7222565562862, 34.93728442090084], [127.72217471740315, 34.93728459094189], [127.72217466224237, 34.937294551330595], [127.72210275406924, 34.93729632091908], [127.72210298422877, 34.937288847254294], [127.72205665265453, 34.93728898686518], [127.72205668690634, 34.93729665726147], [127.7219847532115, 34.93729801230453], [127.7219849726382, 34.937286807060545], [127.72190414211217, 34.93728713318436], [127.72190332738703, 34.93727907983006], [127.72185576312441, 34.937279695382934], [127.72185581011514, 34.937287573017414], [127.72177307759898, 34.93728944264935], [127.72177574347546, 34.93739530094731], [127.72185746954598, 34.93739348234897], [127.72185666960185, 34.93738211189081], [127.72190141489514, 34.93738080999066], [127.72190310818421, 34.937394203217735], [127.72196979203976, 34.93739330299787], [127.7219717243187, 34.93740648749308], [127.72205354875433, 34.937405903046745], [127.72205336309752, 34.9373996937567], [127.72210593845237, 34.93739884108828], [127.72210666570341, 34.93740565107882], [127.72218851565275, 34.93740548101725]]]",매화아파트 1동
2001,매화아파트,10동,0,9694,110,5,624,7,0,"MULTIPOLYGON (((127.7206862546085 34.936623680919, 127.7206849263547 34.93660819434825, 127.7207161045377 34.93660755007548, 127.7207165789451 34.93652021418281, 127.7206336336377 34.93651893853634, 127.7206347773055 34.93645936066891, 127.720543451391 34.93645724221982, 127.7205444153274 34.93646735882395, 127.7204965504152 34.9364673356534, 127.7204965145012 34.936459457951, 127.7204091526772 34.93646005608419, 127.7204091974453 34.93647145806464, 127.7203263032028 34.93647101116002, 127.7203272947062 34.93647801789957, 127.7202731223523 34.93647767141673, 127.7202726961229 34.9364714725592, 127.7201813426004 34.93647246370458, 127.7201837546371 34.93657957646118, 127.7202796268948 34.9365783692914, 127.7202787311589 34.93658359348441, 127.7203239558235 34.93658208201789, 127.7203241840576 34.93657813269635, 127.7204218560805 34.93657746459674, 127.720421557846 34.93656586581648, 127.7204964872664 34.93656419652303, 127.7204970884752 34.93657037631672, 127.7205463541866 34.93656785836487, 127.7205452859492 34.9365633488577, 127.7206058388934 34.93656110659233, 127.7206068726933 34.93659051195559, 127.7205689730413 34.93659230466163, 127.720569264804 34.93661820811428, 127.7205800763823 34.93661790976553, 127.7205810612316 34.93664296183409, 127.7205669764756 34.93664320744782, 127.7205684384391 34.93670411292164, 127.7206962677165 34.9367024368416, 127.7206981237489 34.93662416048502, 127.7206862546085 34.936623680919)))",5,"[[[127.7206862546085, 34.936623680919], [127.72068492635472, 34.936608194348246], [127.72071610453769, 34.93660755007548], [127.7207165789451, 34.936520214182806], [127.72063363363769, 34.93651893853634], [127.72063477730549, 34.936459360668906], [127.72054345139097, 34.93645724221982], [127.7205444153274, 34.936467358823954], [127.72049655041516, 34.936467335653404], [127.72049651450118, 34.936459457951], [127.72040915267722, 34.93646005608419], [127.72040919744533, 34.936471458064645], [127.7203263032028, 34.936471011160016], [127.72032729470617, 34.936478017899574], [127.72027312235225, 34.93647767141673], [127.72027269612286, 34.9364714725592], [127.72018134260041, 34.93647246370458], [127.72018375463709, 34.936579576461185], [127.72027962689481, 34.936578369291404], [127.72027873115891, 34.93658359348441], [127.72032395582355, 34.936582082017885], [127.72032418405759, 34.936578132696354], [127.72042185608055, 34.93657746459674], [127.720421557846, 34.936565865816476], [127.72049648726639, 34.93656419652303], [127.7204970884752, 34.93657037631672], [127.72054635418664, 34.936567858364874], [127.72054528594919, 34.9365633488577], [127.72060583889345, 34.93656110659233], [127.72060687269327, 34.936590511955586], [127.7205689730413, 34.93659230466163], [127.72056926480396, 34.936618208114275], [127.72058007638232, 34.93661790976553], [127.72058106123161, 34.93664296183409], [127.72056697647555, 34.93664320744782], [127.72056843843913, 34.93670411292164], [127.72069626771652, 34.9367024368416], [127.72069812374887, 34.936624160485025], [127.7206862546085, 34.936623680919]]]",매화아파트 10동
2001,매화아파트,21동,0,9710,110,5,624,7,0,"MULTIPOLYGON (((127.7188727899796 34.93635488124535, 127.718873298194 34.93634033925277, 127.7189163326402 34.93633996794838, 127.7189179126313 34.93635172141019, 127.7189999643516 34.93635095741212, 127.7189982723839 34.93624339869756, 127.7189174425201 34.93624368676935, 127.7189174831797 34.93623704348094, 127.718871328894 34.93623610820388, 127.71887176604 34.93624231601644, 127.7187205383469 34.93624426351792, 127.7187216985043 34.93623922706073, 127.7186763119318 34.93623846744984, 127.71867721585 34.93624423083956, 127.7185937184034 34.93624236215786, 127.7185939420432 34.93624919317259, 127.7185097261499 34.93624777935575, 127.7185095084146 34.93625546025723, 127.7184868788692 34.93625611660607, 127.7184851132813 34.93620164862001, 127.7183974490405 34.93620142684892, 127.7184001617592 34.93630562648195, 127.7184757181195 34.93630558620421, 127.7184775909538 34.93634345044232, 127.7185100145899 34.93634254700408, 127.7185111785742 34.93635555582197, 127.7186751561516 34.9363559129123, 127.7186749604341 34.93634223137119, 127.7187208011799 34.93634234833283, 127.7187223938144 34.93635430002264, 127.7188727899796 34.93635488124535)))",5,"[[[127.71887278997957, 34.93635488124535], [127.71887329819397, 34.936340339252766], [127.7189163326402, 34.93633996794838], [127.7189179126313, 34.93635172141019], [127.71899996435164, 34.93635095741212], [127.71899827238387, 34.936243398697556], [127.7189174425201, 34.93624368676935], [127.71891748317965, 34.93623704348094], [127.71887132889404, 34.93623610820388], [127.71887176603997, 34.93624231601644], [127.71872053834689, 34.93624426351792], [127.71872169850431, 34.93623922706073], [127.71867631193176, 34.93623846744984], [127.71867721584995, 34.93624423083956], [127.71859371840338, 34.93624236215786], [127.7185939420432, 34.93624919317259], [127.71850972614988, 34.936247779355746], [127.7185095084146, 34.93625546025723], [127.71848687886917, 34.936256116606074], [127.71848511328129, 34.93620164862001], [127.71839744904047, 34.936201426848925], [127.71840016175918, 34.93630562648195], [127.71847571811952, 34.93630558620421], [127.71847759095375, 34.936343450442315], [127.71851001458985, 34.93634254700408], [127.71851117857423, 34.93635555582197], [127.71867515615156, 34.9363559129123], [127.7186749604341, 34.93634223137119], [127.71872080117991, 34.93634234833283], [127.71872239381437, 34.936354300022636], [127.71887278997957, 34.93635488124535]]]",매화아파트 21동
2001,매화아파트,3동,0,9689,110,5,624,7,0,"MULTIPOLYGON (((127.7220469518595 34.93665665707548, 127.722098759095 34.93665563770986, 127.7220984907401 34.93666249867508, 127.7221828198854 34.93666179112569, 127.7221821586273 34.93664876133769, 127.7222501110165 34.93664779936059, 127.7222501041899 34.93663701008452, 127.7222966487751 34.93663623818414, 127.7222970201986 34.93664866577777, 127.722379500398 34.93664680630376, 127.7223770416627 34.93654093776804, 127.7222970779612 34.93654267414523, 127.7222965423804 34.93653150042009, 127.7222502494305 34.93653225279991, 127.7222511644356 34.93654175675245, 127.7221724972792 34.93654406222786, 127.7221732097616 34.93655418932296, 127.7220939300935 34.93655154088385, 127.7220936294162 34.936547198097, 127.7220488099234 34.93654747295137, 127.7220482024163 34.93655310106064, 127.7219749491974 34.93655368874803, 127.7219753820067 34.936541851283, 127.7218952816611 34.93654173139805, 127.7218947313582 34.93653387477457, 127.7218489161955 34.93653419151391, 127.721848824613 34.93654374650647, 127.7217669244856 34.93654308737724, 127.7217669461311 34.93665072803753, 127.7218493259737 34.93665115898083, 127.7218489417813 34.93663851513393, 127.7218957253503 34.93663753465658, 127.7218963993207 34.93665077168455, 127.7219644519676 34.93665126046732, 127.7219658681575 34.93666425873869, 127.7220463826258 34.93666290689823, 127.7220469518595 34.93665665707548)))",5,"[[[127.72204695185953, 34.93665665707548], [127.72209875909505, 34.93665563770986], [127.72209849074014, 34.93666249867508], [127.72218281988542, 34.93666179112569], [127.72218215862733, 34.93664876133769], [127.72225011101648, 34.936647799360586], [127.72225010418994, 34.93663701008452], [127.72229664877506, 34.93663623818414], [127.72229702019862, 34.936648665777774], [127.722379500398, 34.93664680630376], [127.72237704166268, 34.93654093776804], [127.72229707796122, 34.93654267414523], [127.7222965423804, 34.93653150042009], [127.72225024943053, 34.936532252799914], [127.7222511644356, 34.936541756752455], [127.7221724972792, 34.93654406222786], [127.72217320976156, 34.93655418932296], [127.7220939300935, 34.936551540883855], [127.72209362941625, 34.936547198096996], [127.72204880992342, 34.93654747295137], [127.72204820241633, 34.93655310106064], [127.72197494919737, 34.936553688748035], [127.72197538200669, 34.936541851283], [127.72189528166108, 34.93654173139805], [127.72189473135822, 34.93653387477457], [127.7218489161955, 34.936534191513914], [127.72184882461298, 34.93654374650647], [127.7217669244856, 34.93654308737724], [127.72176694613108, 34.936650728037534], [127.72184932597371, 34.93665115898083], [127.7218489417813, 34.93663851513393], [127.72189572535028, 34.936637534656576], [127.72189639932066, 34.936650771684555], [127.72196445196758, 34.93665126046732], [127.72196586815747, 34.936664258738695], [127.72204638262579, 34.93666290689823], [127.72204695185953, 34.93665665707548]]]",매화아파트 3동
2001,매화아파트,16동,0,9691,110,5,624,7,0,"MULTIPOLYGON (((127.7199455950534 34.93621479727938, 127.7199445944897 34.93613520379937, 127.7199330280875 34.93613554260955, 127.7199301053504 34.93611919113528, 127.7199630530515 34.93611814900613, 127.7199632638572 34.93603061636348, 127.7198802313662 34.93603183749148, 127.7198813394265 34.93596811356205, 127.7197907031563 34.93596845118735, 127.7197895792153 34.93597763371198, 127.7197484979723 34.93597729071337, 127.7197483254719 34.93596754799497, 127.7195744178619 34.93596932417881, 127.7195739740758 34.93597743005893, 127.7195227980392 34.93597673202437, 127.7195224741176 34.93596845040913, 127.7194261611905 34.93597050686291, 127.7194284975961 34.93607659254213, 127.7195233499228 34.93607522074101, 127.7195231217298 34.93607917907501, 127.7195722336697 34.93607914117781, 127.7195712528689 34.93607586601236, 127.7197476534679 34.93607376862911, 127.7197470093571 34.93607898231753, 127.7197906813467 34.9360801933345, 127.719791327655 34.93607523201462, 127.7198524109669 34.93607359991802, 127.7198533442767 34.93610155469093, 127.7198169308988 34.9361030589501, 127.7198178239106 34.93613392536518, 127.7198314100689 34.93613425064587, 127.719830741573 34.93615675262808, 127.7198116094881 34.93615682068437, 127.7198155873437 34.93621761214978, 127.7199455950534 34.93621479727938)))",5,"[[[127.71994559505345, 34.93621479727938], [127.71994459448966, 34.93613520379937], [127.71993302808751, 34.93613554260955], [127.71993010535043, 34.936119191135276], [127.71996305305153, 34.936118149006134], [127.71996326385724, 34.93603061636348], [127.71988023136619, 34.93603183749148], [127.71988133942651, 34.93596811356205], [127.71979070315626, 34.93596845118735], [127.71978957921529, 34.93597763371198], [127.71974849797233, 34.93597729071337], [127.71974832547185, 34.93596754799497], [127.71957441786188, 34.935969324178814], [127.71957397407584, 34.93597743005893], [127.7195227980392, 34.93597673202437], [127.71952247411764, 34.93596845040913], [127.71942616119047, 34.93597050686291], [127.7194284975961, 34.93607659254213], [127.71952334992275, 34.93607522074101], [127.71952312172982, 34.93607917907501], [127.71957223366974, 34.93607914117781], [127.71957125286893, 34.93607586601236], [127.71974765346792, 34.93607376862911], [127.71974700935712, 34.936078982317525], [127.7197906813467, 34.936080193334504], [127.719791327655, 34.936075232014616], [127.71985241096687, 34.93607359991802], [127.71985334427674, 34.93610155469093], [127.71981693089877, 34.936103058950096], [127.71981782391062, 34.93613392536518], [127.7198314100689, 34.93613425064587], [127.719830741573, 34.93615675262808], [127.71981160948813, 34.93615682068437], [127.71981558734372, 34.936217612149775], [127.71994559505345, 34.93621479727938]]]",매화아파트 16동
2005,대광로제비앙2차,상가동,0,50454,106,2,1592,0,0,"MULTIPOLYGON (((127.6883677030898 34.95247726981179, 127.6884671513516 34.95247682826592, 127.6884666314701 34.95240645256506, 127.6884155893795 34.95240671102192, 127.6884154134679 34.9523196314794, 127.6883365382841 34.95232005234519, 127.6883384005012 34.95245162212371, 127.6883677030898 34.95247726981179)))",2,"[[[127.68836770308978, 34.952477269811794], [127.68846715135162, 34.952476828265915], [127.6884666314701, 34.95240645256506], [127.68841558937952, 34.95240671102192], [127.68841541346792, 34.9523196314794], [127.6883365382841, 34.952320052345186], [127.68833840050124, 34.95245162212371], [127.68836770308978, 34.952477269811794]]]",대광로제비앙2차 상가동
2005,대광로제비앙2차,경비실,0,50455,106,1,1592,0,0,"MULTIPOLYGON (((127.6885361678702 34.95247524922099, 127.6886023742774 34.95247487470892, 127.6886018092426 34.95242549247843, 127.6885858250204 34.9524255829001, 127.6885857768465 34.95238388887713, 127.6885341967107 34.952384180648, 127.6885361678702 34.95247524922099)))",1,"[[[127.68853616787017, 34.95247524922099], [127.68860237427741, 34.95247487470892], [127.68860180924264, 34.952425492478426], [127.68858582502038, 34.9524255829001], [127.68858577684651, 34.95238388887713], [127.68853419671066, 34.952384180648], [127.68853616787017, 34.95247524922099]]]",대광로제비앙2차 경비실동
2001,대광로제비앙2차,201동,0,50452,106,30,1592,0,0,"MULTIPOLYGON (((127.6887642192054 34.95239288232629, 127.688880974083 34.95239175321351, 127.688877929323 34.9521941128905, 127.6889042359847 34.95217158568859, 127.6889150126257 34.95218083262981, 127.6889395503193 34.95215965017315, 127.6889546552147 34.9521722119855, 127.688983128375 34.95214833272636, 127.6889754597636 34.9521420600348, 127.6889965089911 34.95212436260216, 127.6889877253937 34.95211716442187, 127.6889975874269 34.9521084554478, 127.6888489416239 34.95198781511878, 127.6888371799065 34.95199759758741, 127.6888272406977 34.95198900067874, 127.6888062181644 34.95200696487971, 127.6888003054145 34.95200217312185, 127.6887716021944 34.95202634073577, 127.6887868748522 34.95203775323905, 127.6887621080868 34.95205860957208, 127.688772627293 34.95206706721165, 127.6887529701182 34.95208370908329, 127.6887471044751 34.95207796510884, 127.6883838054676 34.95208142542916, 127.6883849545142 34.95217736416932, 127.688418178775 34.95217740292927, 127.6884182459624 34.95218545632818, 127.6884747709869 34.95218468333107, 127.6884747243128 34.95219155373537, 127.6885046256504 34.95219145512626, 127.6885048534992 34.95220849823248, 127.6885350777503 34.95220824164985, 127.6885347877395 34.9521837495277, 127.6885907720729 34.95218342780661, 127.6885903904024 34.95216334840459, 127.6886559173839 34.95216295756124, 127.6886559809774 34.95218303876239, 127.6887112779155 34.95218244888964, 127.6887107876382 34.95216475249001, 127.6887822544774 34.95216433804486, 127.6887822033427 34.95219632175802, 127.6887617473428 34.95219641735888, 127.6887616256563 34.95222288118255, 127.6887524988289 34.95222293282455, 127.6887528735633 34.95226929407644, 127.6887441688161 34.9522693433296, 127.6887445305089 34.95229435383116, 127.6887260443852 34.9522944584273, 127.6887262526808 34.95231941439243, 127.6887553409825 34.95231938076263, 127.6887557381708 34.95236550012229, 127.6887647854906 34.95236544892984, 127.6887642192054 34.95239288232629)))",30,"[[[127.68876421920542, 34.952392882326286], [127.688880974083, 34.95239175321351], [127.68887792932297, 34.9521941128905], [127.68890423598471, 34.95217158568859], [127.68891501262566, 34.95218083262981], [127.68893955031932, 34.95215965017315], [127.68895465521467, 34.9521722119855], [127.68898312837497, 34.95214833272636], [127.68897545976364, 34.952142060034795], [127.68899650899114, 34.952124362602156], [127.68898772539372, 34.95211716442187], [127.68899758742687, 34.9521084554478], [127.68884894162392, 34.951987815118784], [127.6888371799065, 34.951997597587415], [127.68882724069772, 34.95198900067874], [127.68880621816436, 34.95200696487971], [127.68880030541453, 34.952002173121855], [127.68877160219441, 34.95202634073577], [127.68878687485216, 34.952037753239054], [127.6887621080868, 34.952058609572084], [127.68877262729302, 34.95206706721165], [127.68875297011823, 34.95208370908329], [127.68874710447511, 34.95207796510884], [127.68838380546755, 34.952081425429164], [127.68838495451418, 34.95217736416932], [127.68841817877495, 34.95217740292927], [127.6884182459624, 34.95218545632818], [127.6884747709869, 34.95218468333107], [127.6884747243128, 34.95219155373537], [127.68850462565041, 34.95219145512626], [127.68850485349921, 34.95220849823248], [127.68853507775034, 34.95220824164985], [127.6885347877395, 34.9521837495277], [127.68859077207293, 34.95218342780661], [127.68859039040244, 34.95216334840459], [127.68865591738394, 34.95216295756124], [127.68865598097739, 34.952183038762385], [127.68871127791549, 34.95218244888964], [127.68871078763817, 34.952164752490006], [127.68878225447739, 34.95216433804486], [127.6887822033427, 34.952196321758024], [127.68876174734275, 34.95219641735888], [127.68876162565631, 34.95222288118255], [127.68875249882888, 34.95222293282455], [127.68875287356329, 34.952269294076444], [127.6887441688161, 34.9522693433296], [127.68874453050893, 34.952294353831164], [127.68872604438525, 34.952294458427296], [127.68872625268077, 34.952319414392434], [127.68875534098252, 34.95231938076263], [127.68875573817077, 34.95236550012229], [127.68876478549056, 34.95236544892984], [127.68876421920542, 34.952392882326286]]]",대광로제비앙2차 201동
2001,대광로제비앙2차,202동,0,50453,106,28,1592,0,0,"MULTIPOLYGON (((127.6887680032282 34.95179671506992, 127.6887683930547 34.95184312684779, 127.6887771047817 34.95184274488689, 127.6887773278453 34.95186946867287, 127.6888935945005 34.95186856896903, 127.6888871553598 34.95147243904951, 127.6889078713585 34.95145368076062, 127.6889190660333 34.95146245188181, 127.688943656761 34.95144105254226, 127.6889576320206 34.95145314729449, 127.6889861156328 34.9514283512838, 127.6889804516981 34.9514233163613, 127.6890001883811 34.95140596381903, 127.6889902183706 34.95139806720651, 127.6890019659847 34.95138807325861, 127.6888524252858 34.95126853095425, 127.6888405047094 34.95127832439625, 127.6888307463269 34.95127085973415, 127.6888103918538 34.95128822078193, 127.6888045345464 34.9512834690038, 127.6887759138088 34.95130722817573, 127.6887901578169 34.951318545766, 127.6887658109296 34.95133837726271, 127.6887767626968 34.9513473663525, 127.6887554018967 34.95136509573193, 127.688747953088 34.95135876133987, 127.6883933014653 34.95136299373376, 127.6883942957487 34.95146164817416, 127.688426994177 34.95146102001801, 127.6884270370353 34.95146615727121, 127.6884843454819 34.95146549065055, 127.6884844383551 34.95147515566837, 127.6885134769605 34.95147506697497, 127.6885134155575 34.95148976397875, 127.6885445020256 34.95148943765073, 127.688544218406 34.95146571107714, 127.6886002197619 34.95146528852305, 127.6886001585265 34.95145795030967, 127.68866291942 34.95145750459866, 127.6886629654873 34.95146302462732, 127.6887200570325 34.95146275702665, 127.6887196590415 34.95144585591095, 127.6888304498587 34.95144493688507, 127.6888302720448 34.95147859855991, 127.6887715131427 34.95147992329305, 127.6887718916958 34.95150402204876, 127.688762220524 34.95150407677108, 127.6887629552609 34.95154959485246, 127.6887531678584 34.95154965023177, 127.6887537722559 34.95157485243725, 127.6887349425657 34.95157495897774, 127.6887349944507 34.95160259370979, 127.6887635482875 34.95160261956644, 127.6887640712633 34.95164885300665, 127.6887737114039 34.95164874305534, 127.6887743716479 34.95169999338994, 127.6887651103014 34.9517000457937, 127.6887657181175 34.95174648128204, 127.6887566881284 34.95174642572967, 127.6887570363203 34.95177126089761, 127.6887393242485 34.95177163316897, 127.688739397831 34.95179672377315, 127.6887680032282 34.95179671506992)))",28,"[[[127.68876800322819, 34.951796715069925], [127.68876839305472, 34.95184312684779], [127.68877710478172, 34.95184274488689], [127.68877732784526, 34.95186946867287], [127.68889359450053, 34.95186856896903], [127.6888871553598, 34.95147243904951], [127.6889078713585, 34.95145368076062], [127.68891906603332, 34.95146245188181], [127.68894365676097, 34.951441052542265], [127.68895763202059, 34.95145314729449], [127.68898611563284, 34.9514283512838], [127.68898045169811, 34.9514233163613], [127.68900018838113, 34.951405963819035], [127.68899021837062, 34.95139806720651], [127.68900196598473, 34.95138807325861], [127.68885242528582, 34.95126853095425], [127.68884050470942, 34.95127832439625], [127.68883074632687, 34.95127085973415], [127.6888103918538, 34.95128822078193], [127.68880453454636, 34.9512834690038], [127.6887759138088, 34.95130722817573], [127.68879015781685, 34.951318545766], [127.68876581092957, 34.95133837726271], [127.68877676269678, 34.9513473663525], [127.68875540189669, 34.95136509573193], [127.688747953088, 34.95135876133987], [127.68839330146534, 34.95136299373376], [127.6883942957487, 34.95146164817416], [127.68842699417705, 34.95146102001801], [127.68842703703528, 34.95146615727121], [127.68848434548188, 34.95146549065055], [127.68848443835509, 34.95147515566837], [127.68851347696048, 34.95147506697497], [127.68851341555751, 34.95148976397875], [127.68854450202561, 34.95148943765073], [127.68854421840595, 34.95146571107714], [127.68860021976191, 34.95146528852305], [127.68860015852651, 34.95145795030967], [127.68866291941997, 34.951457504598665], [127.68866296548732, 34.951463024627316], [127.68872005703248, 34.95146275702665], [127.68871965904151, 34.95144585591095], [127.68883044985867, 34.951444936885075], [127.68883027204475, 34.95147859855991], [127.68877151314273, 34.95147992329305], [127.68877189169575, 34.95150402204876], [127.68876222052403, 34.95150407677108], [127.68876295526088, 34.95154959485246], [127.68875316785841, 34.95154965023177], [127.68875377225588, 34.951574852437254], [127.68873494256567, 34.95157495897774], [127.6887349944507, 34.951602593709794], [127.68876354828751, 34.95160261956644], [127.68876407126332, 34.95164885300665], [127.68877371140391, 34.95164874305534], [127.68877437164792, 34.95169999338994], [127.68876511030143, 34.9517000457937], [127.6887657181175, 34.95174648128204], [127.68875668812836, 34.951746425729674], [127.68875703632027, 34.95177126089761], [127.68873932424852, 34.95177163316897], [127.68873939783096, 34.95179672377315], [127.68876800322819, 34.951796715069925]]]",대광로제비앙2차 202동
2001,,,0,60147,107,1,1159,0,0,"MULTIPOLYGON (((127.7062187459702 34.93824507019948, 127.7062745781881 34.93828805786266, 127.7061976753685 34.9383530775838, 127.70625640331 34.93839919838799, 127.7063551513552 34.93831672726004, 127.7063415338723 34.93830274902343, 127.706397901608 34.93826089956665, 127.7064813882504 34.93831943698584, 127.7064617227241 34.93833720497933, 127.706536760755 34.93838953086139, 127.7065576748362 34.93837292589539, 127.7066670675069 34.93844800168316, 127.7067116264801 34.93840285650126, 127.7064364174243 34.93820285818211, 127.7064187184426 34.93821811094468, 127.7063212110182 34.93814997780918, 127.7062187459702 34.93824507019948)))",1,"[[[127.70621874597018, 34.93824507019948], [127.7062745781881, 34.93828805786266], [127.70619767536854, 34.9383530775838], [127.70625640330995, 34.93839919838799], [127.70635515135523, 34.93831672726004], [127.70634153387226, 34.93830274902343], [127.70639790160801, 34.93826089956665], [127.70648138825041, 34.938319436985836], [127.7064617227241, 34.938337204979334], [127.70653676075503, 34.93838953086139], [127.70655767483622, 34.938372925895386], [127.70666706750686, 34.93844800168316], [127.70671162648009, 34.938402856501256], [127.70643641742427, 34.93820285818211], [127.70641871844262, 34.93821811094468], [127.7063212110182, 34.93814997780918], [127.70621874597018, 34.93824507019948]]]",
2001,,,0,60151,107,1,1159,0,0,"MULTIPOLYGON (((127.7063796134115 34.9377891682895, 127.7064305992194 34.93788650073206, 127.7062912951026 34.9380843542999, 127.706362429474 34.93811508770348, 127.7064215549177 34.93803803452327, 127.7064510731872 34.93805119889737, 127.7064822423031 34.93800594623631, 127.7064540227579 34.93799089634211, 127.706511579126 34.93791317344235, 127.7065645304811 34.93790295302449, 127.70662152503 34.93792895097873, 127.7068487863676 34.93801640871503, 127.7068961550941 34.93793884851834, 127.7066157094838 34.93783963318528, 127.7065780234902 34.93782514597374, 127.7065329495239 34.937736805292, 127.7063796134115 34.9377891682895)))",1,"[[[127.70637961341147, 34.9377891682895], [127.70643059921943, 34.937886500732056], [127.70629129510259, 34.9380843542999], [127.70636242947403, 34.93811508770348], [127.70642155491765, 34.938038034523274], [127.70645107318721, 34.93805119889737], [127.70648224230308, 34.93800594623631], [127.70645402275792, 34.937990896342114], [127.70651157912597, 34.937913173442354], [127.70656453048107, 34.93790295302449], [127.70662152503, 34.93792895097873], [127.70684878636762, 34.93801640871503], [127.70689615509414, 34.93793884851834], [127.70661570948376, 34.937839633185284], [127.70657802349022, 34.93782514597374], [127.70653294952393, 34.937736805292], [127.70637961341147, 34.9377891682895]]]",
2001,,,0,60152,107,1,1159,0,0,"MULTIPOLYGON (((127.7070240362868 34.9381417543595, 127.7070300505993 34.93815410816953, 127.707016705743 34.93815887040615, 127.7070215747643 34.93816841611773, 127.707035278832 34.93816426878512, 127.7070541546243 34.93820868881091, 127.7071009401306 34.93819632048501, 127.7070940563153 34.9381815822771, 127.707122733982 34.93817400785107, 127.7071297007888 34.93818866775047, 127.7071782138483 34.93817328866666, 127.7071557134021 34.93812354910195, 127.7071729234278 34.93811789639388, 127.7071663579836 34.93810605214294, 127.7071517792866 34.93811124493191, 127.7071483114185 34.9381030080485, 127.7070240362868 34.9381417543595)))",1,"[[[127.70702403628682, 34.9381417543595], [127.70703005059927, 34.93815410816953], [127.70701670574297, 34.93815887040615], [127.70702157476431, 34.938168416117726], [127.70703527883202, 34.938164268785115], [127.70705415462434, 34.93820868881091], [127.70710094013064, 34.93819632048501], [127.70709405631531, 34.9381815822771], [127.70712273398203, 34.93817400785107], [127.70712970078878, 34.938188667750474], [127.7071782138483, 34.93817328866666], [127.7071557134021, 34.938123549101945], [127.7071729234278, 34.93811789639388], [127.70716635798355, 34.93810605214294], [127.70715177928656, 34.93811124493191], [127.70714831141845, 34.9381030080485], [127.70702403628682, 34.9381417543595]]]",
